User,Place,Restaurant,Cuisine,Rating
U1074,134976,Log Yin,Mediterranean,2
U1074,134976,Log Yin,Burgers,2
U1117,135018,El Oceano Dorado,Mexican,1
U1117,132766,Mikasa,Japanese,0
U1117,135088,Cafeteria cenidet,Cafeteria,1
U1117,132773,El cotorreo,Family,1
U1117,132773,El cotorreo,Mexican,1
U1118,132583,McDonalds Centro,American,0
U1118,132768,Mariscos Tia Licha,Family,0
U1118,135021,Subway,Fast_Food,2
U1118,134983,Restaurant and Bar and Clothesline Carlos N Charlies,Bar,0
U1118,134983,Restaurant and Bar and Clothesline Carlos N Charlies,Bar_Pub_Brewery,0
U1020,135088,Cafeteria cenidet,Cafeteria,1
U1020,132768,Mariscos Tia Licha,Family,2
U1020,135109,Paniroles,Italian,2
U1051,135088,Cafeteria cenidet,Cafeteria,1
U1051,135109,Paniroles,Italian,1
U1051,132768,Mariscos Tia Licha,Family,1
U1055,135075,Mariscos El Pescador,Seafood,2
U1055,132572,Cafe Chaires,Cafeteria,2
U1055,135028,La Virreina,Mexican,2
U1055,135025,El Rincon de San Francisco,Mexican,2
U1083,132572,Cafe Chaires,Cafeteria,2
U1083,135049,Restaurante de Mariscos la Langosta,Seafood,0
U1055,135106,El Rinc�n de San Francisco,Mexican,2
U1083,135072,Sushi Itto,Japanese,1
U1083,135074,Restaurante la Parroquia Potosina,Contemporary,2
U1083,132755,La Estrella de Dimas,Mexican,2
U1083,135044,Restaurant Wu Zhuo Yi,Chinese,1
U1055,135048,Restaurante Bar Fu-hao,Bar,2
U1055,132754,Cabana Huasteca,Mexican,2
U1055,132825,puesto de tacos,Mexican,2
U1053,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1053,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1053,132825,puesto de tacos,Mexican,1
U1035,135018,El Oceano Dorado,Mexican,1
U1035,132773,El cotorreo,Family,2
U1035,132773,El cotorreo,Mexican,2
U1053,135042,Restaurant Oriental Express,Chinese,2
U1053,135053,La Fontana Pizza Restaurante and Cafe,Cafeteria,2
U1053,135053,La Fontana Pizza Restaurante and Cafe,Fast_Food,2
U1053,135053,La Fontana Pizza Restaurante and Cafe,Pizzeria,2
U1053,132754,Cabana Huasteca,Mexican,1
U1035,132583,McDonalds Centro,American,1
U1053,135025,El Rincon de San Francisco,Mexican,2
U1053,135060,Restaurante Marisco Sam,Seafood,2
U1064,135042,Restaurant Oriental Express,Chinese,1
U1081,135069,Abondance Restaurante Bar,Bar,1
U1064,135057,El Herradero Restaurante and Bar,Bar,1
U1081,135043,pizza clasica,Fast_Food,0
U1081,135043,pizza clasica,Pizzeria,0
U1064,135069,Abondance Restaurante Bar,Bar,0
U1081,135039,Restaurant de Mariscos de Picon,Seafood,0
U1064,135060,Restaurante Marisco Sam,Seafood,1
U1064,135052,La Cantina Restaurante,Bar,2
U1064,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1081,132825,puesto de tacos,Mexican,1
U1081,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,0
U1081,135032,Cafeteria y Restaurant El Pacifico,Contemporary,0
U1081,135028,La Virreina,Mexican,1
U1081,135085,Tortas Locas Hipocampo,Fast_Food,1
U1081,135052,La Cantina Restaurante,Bar,0
U1081,135052,La Cantina Restaurante,Bar_Pub_Brewery,0
U1081,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,1
U1081,135030,Preambulo Wifi Zone Cafe,Cafeteria,1
U1081,135027,Restaurant Orizatlan,Mexican,0
U1001,132825,puesto de tacos,Mexican,2
U1014,135069,Abondance Restaurante Bar,Bar,1
U1088,135057,El Herradero Restaurante and Bar,Bar,1
U1014,135057,El Herradero Restaurante and Bar,Bar,1
U1088,135041,Luna Cafe,Bar,2
U1088,135041,Luna Cafe,Cafeteria,2
U1088,135069,Abondance Restaurante Bar,Bar,1
U1014,135043,pizza clasica,Fast_Food,1
U1014,135043,pizza clasica,Pizzeria,1
U1014,135042,Restaurant Oriental Express,Chinese,1
U1088,135071,Restaurante la Cantina,Bar,0
U1088,135071,Restaurante la Cantina,Bar_Pub_Brewery,0
U1088,135054,Restaurante y Pescaderia Tampico,Seafood,2
U1088,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1088,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1056,135027,Restaurant Orizatlan,Mexican,2
U1056,135085,Tortas Locas Hipocampo,Fast_Food,2
U1056,135052,La Cantina Restaurante,Bar,2
U1056,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1056,132825,puesto de tacos,Mexican,2
U1134,135026,la Cantina,Bar,0
U1134,135026,la Cantina,Bar_Pub_Brewery,0
U1134,135044,Restaurant Wu Zhuo Yi,Chinese,1
U1134,132825,puesto de tacos,Mexican,1
U1134,135059,Restaurant Bar Hacienda los Martinez,Bar,2
U1134,135046,Restaurante El Reyecito,Fast_Food,2
U1134,135085,Tortas Locas Hipocampo,Fast_Food,2
U1134,135079,Koye Sushi,Chinese,1
U1134,135055,la Cochinita Pibil Restaurante Yucateco,Mexican,2
U1134,132754,Cabana Huasteca,Mexican,2
U1134,132572,Cafe Chaires,Cafeteria,0
U1134,135075,Mariscos El Pescador,Seafood,2
U1134,135074,Restaurante la Parroquia Potosina,Contemporary,2
U1106,135041,Luna Cafe,Bar,1
U1106,135041,Luna Cafe,Cafeteria,1
U1126,135069,Abondance Restaurante Bar,Bar,0
U1106,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,0
U1106,135032,Cafeteria y Restaurant El Pacifico,Contemporary,0
U1126,135057,El Herradero Restaurante and Bar,Bar,2
U1106,135028,La Virreina,Mexican,2
U1126,135106,El Rinc�n de San Francisco,Mexican,2
U1126,135052,La Cantina Restaurante,Bar,2
U1126,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1126,135041,Luna Cafe,Bar,2
U1126,135041,Luna Cafe,Cafeteria,2
U1126,135054,Restaurante y Pescaderia Tampico,Seafood,1
U1044,134986,Restaurant Las Mananitas,International,2
U1124,135054,Restaurante y Pescaderia Tampico,Seafood,1
U1044,132768,Mariscos Tia Licha,Family,2
U1124,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1124,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1124,135071,Restaurante la Cantina,Bar,1
U1124,135071,Restaurante la Cantina,Bar_Pub_Brewery,1
U1124,135069,Abondance Restaurante Bar,Bar,1
U1124,135057,El Herradero Restaurante and Bar,Bar,1
U1124,135039,Restaurant de Mariscos de Picon,Seafood,1
U1018,135043,pizza clasica,Fast_Food,0
U1018,135043,pizza clasica,Pizzeria,0
U1125,135043,pizza clasica,Fast_Food,1
U1125,135043,pizza clasica,Pizzeria,1
U1125,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1125,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1119,134986,Restaurant Las Mananitas,International,2
U1119,135021,Subway,Fast_Food,0
U1125,135042,Restaurant Oriental Express,Chinese,1
U1119,132583,McDonalds Centro,American,2
U1119,132768,Mariscos Tia Licha,Family,2
U1125,135060,Restaurante Marisco Sam,Seafood,1
U1018,135057,El Herradero Restaurante and Bar,Bar,1
U1018,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1018,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1018,135025,El Rincon de San Francisco,Mexican,1
U1018,135069,Abondance Restaurante Bar,Bar,0
U1076,135039,Restaurant de Mariscos de Picon,Seafood,2
U1076,135027,Restaurant Orizatlan,Mexican,0
U1076,135042,Restaurant Oriental Express,Chinese,2
U1076,135073,Restaurante Bar El Gallinero,Bar,2
U1076,135073,Restaurante Bar El Gallinero,Bar_Pub_Brewery,2
U1022,135025,El Rincon de San Francisco,Mexican,0
U1022,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1022,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1022,135057,El Herradero Restaurante and Bar,Bar,2
U1022,135060,Restaurante Marisco Sam,Seafood,1
U1022,135052,La Cantina Restaurante,Bar,2
U1022,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1022,135073,Restaurante Bar El Gallinero,Bar,2
U1022,135073,Restaurante Bar El Gallinero,Bar_Pub_Brewery,2
U1094,135054,Restaurante y Pescaderia Tampico,Seafood,0
U1094,135057,El Herradero Restaurante and Bar,Bar,0
U1094,135071,Restaurante la Cantina,Bar,0
U1094,135071,Restaurante la Cantina,Bar_Pub_Brewery,0
U1094,135069,Abondance Restaurante Bar,Bar,0
U1116,135060,Restaurante Marisco Sam,Seafood,0
U1116,135085,Tortas Locas Hipocampo,Fast_Food,2
U1116,135052,La Cantina Restaurante,Bar,2
U1116,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1116,135025,El Rincon de San Francisco,Mexican,2
U1116,135059,Restaurant Bar Hacienda los Martinez,Bar,0
U1116,135027,Restaurant Orizatlan,Mexican,0
U1116,132825,puesto de tacos,Mexican,2
U1116,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,1
U1116,135030,Preambulo Wifi Zone Cafe,Cafeteria,1
U1116,132834,Gorditas Doa Gloria,Mexican,2
U1105,135057,El Herradero Restaurante and Bar,Bar,0
U1105,135069,Abondance Restaurante Bar,Bar,0
U1105,135054,Restaurante y Pescaderia Tampico,Seafood,0
U1105,135039,Restaurant de Mariscos de Picon,Seafood,0
U1105,135052,La Cantina Restaurante,Bar,0
U1105,135052,La Cantina Restaurante,Bar_Pub_Brewery,0
U1007,135057,El Herradero Restaurante and Bar,Bar,1
U1075,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1075,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1075,132834,Gorditas Doa Gloria,Mexican,1
U1075,135057,El Herradero Restaurante and Bar,Bar,2
U1075,135039,Restaurant de Mariscos de Picon,Seafood,2
U1075,135041,Luna Cafe,Bar,1
U1075,135041,Luna Cafe,Cafeteria,1
U1115,135057,El Herradero Restaurante and Bar,Bar,2
U1115,135054,Restaurante y Pescaderia Tampico,Seafood,0
U1115,135069,Abondance Restaurante Bar,Bar,1
U1115,135071,Restaurante la Cantina,Bar,2
U1115,135071,Restaurante la Cantina,Bar_Pub_Brewery,2
U1024,132834,Gorditas Doa Gloria,Mexican,1
U1024,135106,El Rinc�n de San Francisco,Mexican,1
U1024,135042,Restaurant Oriental Express,Chinese,1
U1024,132825,puesto de tacos,Mexican,1
U1024,135060,Restaurante Marisco Sam,Seafood,1
U1024,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1024,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1024,135039,Restaurant de Mariscos de Picon,Seafood,2
U1024,135027,Restaurant Orizatlan,Mexican,1
U1024,135073,Restaurante Bar El Gallinero,Bar,1
U1024,135073,Restaurante Bar El Gallinero,Bar_Pub_Brewery,1
U1024,135041,Luna Cafe,Bar,1
U1024,135041,Luna Cafe,Cafeteria,1
U1024,135028,La Virreina,Mexican,1
U1024,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,1
U1024,135030,Preambulo Wifi Zone Cafe,Cafeteria,1
U1132,132825,puesto de tacos,Mexican,2
U1132,135085,Tortas Locas Hipocampo,Fast_Food,2
U1132,135025,El Rincon de San Francisco,Mexican,1
U1132,135052,La Cantina Restaurante,Bar,2
U1132,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1132,135028,La Virreina,Mexican,2
U1132,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1132,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1132,135027,Restaurant Orizatlan,Mexican,2
U1005,135041,Luna Cafe,Bar,1
U1005,135041,Luna Cafe,Cafeteria,1
U1005,135057,El Herradero Restaurante and Bar,Bar,1
U1005,135043,pizza clasica,Fast_Food,0
U1005,135043,pizza clasica,Pizzeria,0
U1005,135042,Restaurant Oriental Express,Chinese,2
U1005,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1005,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1120,135085,Tortas Locas Hipocampo,Fast_Food,0
U1120,132845,Cenaduria El Rincón de Tlaquepaque,Mexican,1
U1120,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1120,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1004,135060,Restaurante Marisco Sam,Seafood,1
U1004,135028,La Virreina,Mexican,2
U1004,135106,El Rinc�n de San Francisco,Mexican,2
U1120,135057,El Herradero Restaurante and Bar,Bar,2
U1120,135026,la Cantina,Bar,1
U1120,135026,la Cantina,Bar_Pub_Brewery,1
U1004,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1004,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1120,132846,el lechon potosino ,International,2
U1077,135027,Restaurant Orizatlan,Mexican,0
U1037,135054,Restaurante y Pescaderia Tampico,Seafood,2
U1037,132845,Cenaduria El Rincón de Tlaquepaque,Mexican,0
U1035,134986,Restaurant Las Mananitas,International,2
U1052,132851,KFC,American,1
U1052,132851,KFC,Game,1
U1036,132834,Gorditas Doa Gloria,Mexican,1
U1036,135079,Koye Sushi,Chinese,2
U1036,135042,Restaurant Oriental Express,Chinese,2
U1036,135085,Tortas Locas Hipocampo,Fast_Food,2
U1036,135025,El Rincon de San Francisco,Mexican,2
U1036,132825,puesto de tacos,Mexican,2
U1036,135059,Restaurant Bar Hacienda los Martinez,Bar,2
U1036,135052,La Cantina Restaurante,Bar,2
U1036,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1036,132754,Cabana Huasteca,Mexican,2
U1038,132854,Sirlone,International,1
U1038,132856,Unicols Pizza,Italian,0
U1038,132858,Hamburguesas Valle Dorado,Burgers,0
U1038,132861,Carls Jr,Burgers,1
U1038,132862,La Posada del Virrey,International,2
U1071,132862,La Posada del Virrey,International,2
U1071,135052,La Cantina Restaurante,Bar,2
U1071,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1071,135060,Restaurante Marisco Sam,Seafood,1
U1071,135042,Restaurant Oriental Express,Chinese,2
U1071,132825,puesto de tacos,Mexican,2
U1071,132856,Unicols Pizza,Italian,2
U1071,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1071,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1071,132834,Gorditas Doa Gloria,Mexican,1
U1071,135039,Restaurant de Mariscos de Picon,Seafood,2
U1071,135028,La Virreina,Mexican,2
U1071,135025,El Rincon de San Francisco,Mexican,2
U1071,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,2
U1071,135030,Preambulo Wifi Zone Cafe,Cafeteria,2
U1114,135053,La Fontana Pizza Restaurante and Cafe,Cafeteria,0
U1114,135053,La Fontana Pizza Restaurante and Cafe,Fast_Food,0
U1114,135053,La Fontana Pizza Restaurante and Cafe,Pizzeria,0
U1084,135058,Restaurante Tiberius,Pizzeria,1
U1084,132862,La Posada del Virrey,International,2
U1084,135072,Sushi Itto,Japanese,2
U1084,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,2
U1084,135030,Preambulo Wifi Zone Cafe,Cafeteria,2
U1084,135026,la Cantina,Bar,2
U1084,135026,la Cantina,Bar_Pub_Brewery,2
U1084,135035,El Mundo de la Pasta,Italian,2
U1084,132861,Carls Jr,Burgers,2
U1084,135085,Tortas Locas Hipocampo,Fast_Food,2
U1084,132723,Gordas de morales,Mexican,1
U1049,132825,puesto de tacos,Mexican,0
U1049,135041,Luna Cafe,Bar,0
U1049,135041,Luna Cafe,Cafeteria,0
U1019,132856,Unicols Pizza,Italian,0
U1069,132858,Hamburguesas Valle Dorado,Burgers,0
U1069,135069,Abondance Restaurante Bar,Bar,0
U1069,132846,el lechon potosino ,International,0
U1069,132845,Cenaduria El Rincón de Tlaquepaque,Mexican,0
U1069,132851,KFC,American,1
U1069,132851,KFC,Game,1
U1113,135057,El Herradero Restaurante and Bar,Bar,2
U1113,135085,Tortas Locas Hipocampo,Fast_Food,1
U1113,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,0
U1113,135032,Cafeteria y Restaurant El Pacifico,Contemporary,0
U1113,135079,Koye Sushi,Chinese,1
U1113,135046,Restaurante El Reyecito,Fast_Food,2
U1113,132856,Unicols Pizza,Italian,0
U1113,132854,Sirlone,International,0
U1104,135039,Restaurant de Mariscos de Picon,Seafood,0
U1104,132825,puesto de tacos,Mexican,1
U1104,135085,Tortas Locas Hipocampo,Fast_Food,2
U1104,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,2
U1104,135030,Preambulo Wifi Zone Cafe,Cafeteria,2
U1106,135052,La Cantina Restaurante,Bar,0
U1106,135052,La Cantina Restaurante,Bar_Pub_Brewery,0
U1104,132834,Gorditas Doa Gloria,Mexican,1
U1106,135106,El Rinc�n de San Francisco,Mexican,0
U1106,132754,Cabana Huasteca,Mexican,2
U1104,135052,La Cantina Restaurante,Bar,1
U1104,135052,La Cantina Restaurante,Bar_Pub_Brewery,1
U1106,132856,Unicols Pizza,Italian,0
U1104,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1104,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1104,135025,El Rincon de San Francisco,Mexican,2
U1106,132834,Gorditas Doa Gloria,Mexican,2
U1106,135042,Restaurant Oriental Express,Chinese,2
U1106,135039,Restaurant de Mariscos de Picon,Seafood,2
U1052,132866,Chaires,Bakery,2
U1052,132866,Chaires,Cafeteria,2
U1106,135085,Tortas Locas Hipocampo,Fast_Food,2
U1106,132862,La Posada del Virrey,International,2
U1106,135030,Preambulo Wifi Zone Cafe,Cafe-Coffee_Shop,2
U1106,135030,Preambulo Wifi Zone Cafe,Cafeteria,2
U1106,135079,Koye Sushi,Chinese,2
U1052,132869,Dominos Pizza,Pizzeria,2
U1052,132870,Tortas y hamburguesas el gordo,Burgers,1
U1104,135041,Luna Cafe,Bar,1
U1104,135041,Luna Cafe,Cafeteria,1
U1079,134986,Restaurant Las Mananitas,International,2
U1079,134976,Log Yin,Mexican,1
U1079,134976,Log Yin,Mediterranean,1
U1079,134976,Log Yin,Burgers,1
U1079,132768,Mariscos Tia Licha,Family,2
U1079,132766,Mikasa,Japanese,1
U1045,132825,puesto de tacos,Mexican,2
U1045,132856,Unicols Pizza,Italian,1
U1045,135085,Tortas Locas Hipocampo,Fast_Food,2
U1045,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,0
U1045,135032,Cafeteria y Restaurant El Pacifico,Contemporary,0
U1045,132834,Gorditas Doa Gloria,Mexican,1
U1045,135052,La Cantina Restaurante,Bar,1
U1045,135052,La Cantina Restaurante,Bar_Pub_Brewery,1
U1045,135060,Restaurante Marisco Sam,Seafood,2
U1045,135041,Luna Cafe,Bar,1
U1045,135041,Luna Cafe,Cafeteria,1
U1009,132754,Cabana Huasteca,Mexican,1
U1009,132862,La Posada del Virrey,International,2
U1009,135060,Restaurante Marisco Sam,Seafood,1
U1009,135059,Restaurant Bar Hacienda los Martinez,Bar,2
U1009,132834,Gorditas Doa Gloria,Mexican,2
U1009,135058,Restaurante Tiberius,Pizzeria,1
U1009,132825,puesto de tacos,Mexican,1
U1009,135052,La Cantina Restaurante,Bar,2
U1009,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1009,135079,Koye Sushi,Chinese,1
U1016,132834,Gorditas Doa Gloria,Mexican,2
U1016,135042,Restaurant Oriental Express,Chinese,1
U1016,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,2
U1016,135032,Cafeteria y Restaurant El Pacifico,Contemporary,2
U1016,135106,El Rinc�n de San Francisco,Mexican,2
U1016,132856,Unicols Pizza,Italian,2
U1016,135060,Restaurante Marisco Sam,Seafood,2
U1016,135085,Tortas Locas Hipocampo,Fast_Food,2
U1016,135052,La Cantina Restaurante,Bar,2
U1016,135052,La Cantina Restaurante,Bar_Pub_Brewery,2
U1016,132862,La Posada del Virrey,International,2
U1047,132875,shi ro ie,Japanese,0
U1095,132872,Pizzeria Julios,American,1
U1095,135034,Michiko Restaurant Japones,Japanese,2
U1095,135058,Restaurante Tiberius,Pizzeria,1
U1034,135086,Mcdonalds Parque Tangamanga,Burgers,1
U1034,135086,Mcdonalds Parque Tangamanga,Fast_Food,1
U1095,132861,Carls Jr,Burgers,1
U1034,135049,Restaurante de Mariscos la Langosta,Seafood,0
U1034,132723,Gordas de morales,Mexican,1
U1095,132723,Gordas de morales,Mexican,2
U1095,135086,Mcdonalds Parque Tangamanga,Burgers,1
U1095,135086,Mcdonalds Parque Tangamanga,Fast_Food,1
U1095,135055,la Cochinita Pibil Restaurante Yucateco,Mexican,2
U1007,135058,Restaurante Tiberius,Pizzeria,1
U1007,135085,Tortas Locas Hipocampo,Fast_Food,1
U1095,135035,El Mundo de la Pasta,Italian,2
U1095,135072,Sushi Itto,Japanese,2
U1007,135025,El Rincon de San Francisco,Mexican,1
U1007,135032,Cafeteria y Restaurant El Pacifico,Cafeteria,1
U1007,135032,Cafeteria y Restaurant El Pacifico,Contemporary,1
U1007,135086,Mcdonalds Parque Tangamanga,Burgers,0
U1007,135086,Mcdonalds Parque Tangamanga,Fast_Food,0
U1007,132572,Cafe Chaires,Cafeteria,1
